id,date,store,item,sales
11356,2018-01-17,7,13,52.59043806
11357,2018-01-18,7,13,52.49011209
11358,2018-01-19,7,13,52.53617159
11359,2018-01-20,7,13,52.6598901
11360,2018-01-21,7,13,52.7605536
11361,2018-01-22,7,13,52.78170663
11362,2018-01-23,7,13,52.73494552
11363,2018-01-24,7,13,52.66984977
11364,2018-01-25,7,13,52.63180855
11365,2018-01-26,7,13,52.63651496
11366,2018-01-27,7,13,52.66816631
11367,2018-01-28,7,13,52.69892146
11368,2018-01-29,7,13,52.71004566
11369,2018-01-30,7,13,52.70058898
11370,2018-01-31,7,13,52.68257543
11371,2018-02-01,7,13,52.66976456
11372,2018-02-02,7,13,52.66852978
11373,2018-02-03,7,13,52.67613587
11374,2018-02-04,7,13,52.68520732
11375,2018-02-05,7,13,52.68968459
11376,2018-02-06,7,13,52.68817553
11377,2018-02-07,7,13,52.68342128
11378,2018-02-08,7,13,52.67934679
11379,2018-02-09,7,13,52.67827079
11380,2018-02-10,7,13,52.67995592
11381,2018-02-11,7,13,52.68252582
11382,2018-02-12,7,13,52.68412114
11383,2018-02-13,7,13,52.68404736
11384,2018-02-14,7,13,52.68285358
11385,2018-02-15,7,13,52.6816171
11386,2018-02-16,7,13,52.68111691
11387,2018-02-17,7,13,52.68144094
11388,2018-02-18,7,13,52.68213986
11389,2018-02-19,7,13,52.68266759
11390,2018-02-20,7,13,52.68274878
11391,2018-02-21,7,13,52.68246777
11392,2018-02-22,7,13,52.68210789
11393,2018-02-23,7,13,52.6819159
11394,2018-02-24,7,13,52.68196013
11395,2018-02-25,7,13,52.68214194
11396,2018-02-26,7,13,52.6823072
11397,2018-02-27,7,13,52.68235851
11398,2018-02-28,7,13,52.68229844
11399,2018-03-01,7,13,52.68219779
11400,2018-03-02,7,13,52.68213116
11401,2018-03-03,7,13,52.68212957
11402,2018-03-04,7,13,52.6821744
11403,2018-03-05,7,13,52.68222387
11404,2018-03-06,7,13,52.68224594
11405,2018-03-07,7,13,52.68223518
11406,2018-03-08,7,13,52.68220817
11407,2018-03-09,7,13,52.68218654
11408,2018-03-10,7,13,52.68218207
11409,2018-03-11,7,13,52.68219236
11410,2018-03-12,7,13,52.68220658
11411,2018-03-13,7,13,52.68221473
11412,2018-03-14,7,13,52.6822136
11413,2018-03-15,7,13,52.68220668
11414,2018-03-16,7,13,52.68220001
11415,2018-03-17,7,13,52.68219764
11416,2018-03-18,7,13,52.68219975
11417,2018-03-19,7,13,52.68220368
11418,2018-03-20,7,13,52.68220644
11419,2018-03-21,7,13,52.68220668
11420,2018-03-22,7,13,52.68220501
11421,2018-03-23,7,13,52.68220304
11422,2018-03-24,7,13,52.68220208
11423,2018-03-25,7,13,52.68220242
11424,2018-03-26,7,13,52.68220346
11425,2018-03-27,7,13,52.68220434
11426,2018-03-28,7,13,52.68220457
11427,2018-03-29,7,13,52.6822042
11428,2018-03-30,7,13,52.68220364
11429,2018-03-31,7,13,52.68220329
11430,2018-01-01,8,13,91.21289601
11431,2018-01-02,8,13,89.99005584
11432,2018-01-03,8,13,90.66399906
11433,2018-01-04,8,13,88.77494646
11434,2018-01-05,8,13,89.53580458
11435,2018-01-06,8,13,87.93503271
11436,2018-01-07,8,13,88.85401868
11437,2018-01-08,8,13,89.27324329
11438,2018-01-09,8,13,89.70994883
11439,2018-01-10,8,13,89.57783429
11440,2018-01-11,8,13,89.43009326
11441,2018-01-12,8,13,88.95919186
11442,2018-01-13,8,13,88.88688605
11443,2018-01-14,8,13,89.0056305
11444,2018-01-15,8,13,89.24544975
11445,2018-01-16,8,13,89.39429218
11446,2018-01-17,8,13,89.40605489
11447,2018-01-18,8,13,89.25939194
11448,2018-01-19,8,13,89.1222275
11449,2018-01-20,8,13,89.07079965
11450,2018-01-21,8,13,89.12473703
11451,2018-01-22,8,13,89.22233504
11452,2018-01-23,8,13,89.29127343
11453,2018-01-24,8,13,89.28632287
11454,2018-01-25,8,13,89.23048956
11455,2018-01-26,8,13,89.17175754
11456,2018-01-27,8,13,89.1509224
11457,2018-01-28,8,13,89.17364349
11458,2018-01-29,8,13,89.2152308
11459,2018-01-30,8,13,89.24270792
11460,2018-01-31,8,13,89.24082061
11461,2018-02-01,8,13,89.21725343
11462,2018-02-02,8,13,89.19284547
11463,2018-02-03,8,13,89.18438226
11464,2018-02-04,8,13,89.19413984
11465,2018-02-05,8,13,89.21139043
11466,2018-02-06,8,13,89.22276617
11467,2018-02-07,8,13,89.22181923
11468,2018-02-08,8,13,89.21192084
11469,2018-02-09,8,13,89.20178801
11470,2018-02-10,8,13,89.19837371
11471,2018-02-11,8,13,89.20250822
11472,2018-02-12,8,13,89.2097093
11473,2018-02-13,8,13,89.21439707
11474,2018-02-14,8,13,89.21393753
11475,2018-02-15,8,13,89.20978299
11476,2018-02-16,8,13,89.20557949
11477,2018-02-17,8,13,89.20419787
11478,2018-02-18,8,13,89.2059538
11479,2018-02-19,8,13,89.2089576
11480,2018-02-20,8,13,89.21088876
11481,2018-02-21,8,13,89.21067056
11482,2018-02-22,8,13,89.20892747
11483,2018-02-23,8,13,89.20718329
11484,2018-02-24,8,13,89.20662524
11485,2018-02-25,8,13,89.20737047
11486,2018-02-26,8,13,89.20862324
11487,2018-02-27,8,13,89.20941863
11488,2018-02-28,8,13,89.20931664
11489,2018-03-01,8,13,89.20858537
11490,2018-03-02,8,13,89.2078618
11491,2018-03-03,8,13,89.20763664
11492,2018-03-04,8,13,89.20795275
11493,2018-03-05,8,13,89.20847517
11494,2018-03-06,8,13,89.20880269
11495,2018-03-07,8,13,89.20875559
11496,2018-03-08,8,13,89.20844886
11497,2018-03-09,8,13,89.20814873
11498,2018-03-10,8,13,89.20805799
11499,2018-03-11,8,13,89.20819202
11500,2018-03-12,8,13,89.20840984
11501,2018-03-13,8,13,89.20854467
11502,2018-03-14,8,13,89.20852313
11503,2018-03-15,8,13,89.2083945
11504,2018-03-16,8,13,89.20827002
11505,2018-03-17,8,13,89.2082335
11506,2018-03-18,8,13,89.2082903
11507,2018-03-19,8,13,89.20838111
11508,2018-03-20,8,13,89.2084366
11509,2018-03-21,8,13,89.20842683
11510,2018-03-22,8,13,89.2083729
11511,2018-03-23,8,13,89.20832128
11512,2018-03-24,8,13,89.2083066
11513,2018-03-25,8,13,89.20833066
11514,2018-03-26,8,13,89.20836852
11515,2018-03-27,8,13,89.20839135
11516,2018-03-28,8,13,89.20838695
11517,2018-03-29,8,13,89.20836433
11518,2018-03-30,8,13,89.20834294
11519,2018-03-31,8,13,89.20833704
11520,2018-01-01,9,13,63.59798052
11521,2018-01-02,9,13,55.73512321
11522,2018-01-03,9,13,56.63179054
11523,2018-01-04,9,13,66.08494034
11524,2018-01-05,9,13,80.56426088
11525,2018-01-06,9,13,74.58867685
11526,2018-01-07,9,13,89.40015389
11527,2018-01-08,9,13,83.0354804
11528,2018-01-09,9,13,65.06898304
11529,2018-01-10,9,13,66.14222282
11530,2018-01-11,9,13,66.42561559
11531,2018-01-12,9,13,71.31278422
11532,2018-01-13,9,13,77.06595594
11533,2018-01-14,9,13,80.46534906
11534,2018-01-15,9,13,85.15505457
11535,2018-01-16,9,13,57.2290424
11536,2018-01-17,9,13,69.94501548
11537,2018-01-18,9,13,63.24917928
11538,2018-01-19,9,13,73.19951747
11539,2018-01-20,9,13,69.38539062
11540,2018-01-21,9,13,84.70021316
11541,2018-01-22,9,13,89.09876752
11542,2018-01-23,9,13,56.33527389
11543,2018-01-24,9,13,75.50373671
11544,2018-01-25,9,13,60.48769559
11545,2018-01-26,9,13,74.75808513
11546,2018-01-27,9,13,80.85115147
11547,2018-01-28,9,13,69.78121828
11548,2018-01-29,9,13,80.41110971
11549,2018-01-30,9,13,53.6699072
11550,2018-01-31,9,13,66.539923
11551,2018-02-01,9,13,75.55289457
11552,2018-02-02,9,13,74.12770984
11553,2018-02-03,9,13,93.5024432
11554,2018-02-04,9,13,82.64148315
11555,2018-02-05,9,13,94.01766053
11556,2018-02-06,9,13,66.60785082
11557,2018-02-07,9,13,82.05864609
11558,2018-02-08,9,13,71.56905299
11559,2018-02-09,9,13,78.58881471
11560,2018-02-10,9,13,94.55065859
11561,2018-02-11,9,13,79.09525539
11562,2018-02-12,9,13,85.55408764
11563,2018-02-13,9,13,68.08525924
11564,2018-02-14,9,13,70.56705393
11565,2018-02-15,9,13,72.07249604
11566,2018-02-16,9,13,77.07734495
11567,2018-02-17,9,13,75.56587986
11568,2018-02-18,9,13,82.08007643
11569,2018-02-19,9,13,85.06647598
11570,2018-02-20,9,13,66.07716449
11571,2018-02-21,9,13,84.07054531
11572,2018-02-22,9,13,68.07299348
11573,2018-02-23,9,13,78.07403049
11574,2018-02-24,9,13,79.07064285
11575,2018-02-25,9,13,91.07512607
11576,2018-02-26,9,13,89.07066135
11577,2018-02-27,9,13,75.57429919
11578,2018-02-28,9,13,84.57192664
11579,2018-03-01,9,13,91.07294499
11580,2018-03-02,9,13,95.07309891
11581,2018-03-03,9,13,97.57211885
11582,2018-03-04,9,13,96.07352232
11583,2018-03-05,9,13,120.072066
11584,2018-03-06,9,13,78.57329549
11585,2018-03-07,9,13,96.5724553
11586,2018-03-08,9,13,90.07285878
11587,2018-03-09,9,13,93.57284702
11588,2018-03-10,9,13,109.5725712
11589,2018-03-11,9,13,102.5730063
11590,2018-03-12,9,13,118.5725344
11591,2018-03-13,9,13,70.57294715
11592,2018-03-14,9,13,88.07265272
11593,2018-03-15,9,13,77.5728073
11594,2018-03-16,9,13,93.57278278
11595,2018-03-17,9,13,101.5727081
11596,2018-03-18,9,13,113.5728415
11597,2018-03-19,9,13,109.5726896
11598,2018-03-20,9,13,87.07282726
11599,2018-03-21,9,13,78.07272504
11600,2018-03-22,9,13,91.57278281
11601,2018-03-23,9,13,85.07276795
11602,2018-03-24,9,13,104.5727488
11603,2018-03-25,9,13,105.5727892
11604,2018-03-26,9,13,100.5727407
11605,2018-03-27,9,13,76.07278632
11606,2018-03-28,9,13,81.07275113
11607,2018-03-29,9,13,89.57277231
11608,2018-03-30,9,13,95.57276519
11609,2018-03-31,9,13,104.0727608
11610,2018-01-01,10,13,84.48199934
11611,2018-01-02,10,13,65.99159544
11612,2018-01-03,10,13,80.40839558
11613,2018-01-04,10,13,69.6986767
11614,2018-01-05,10,13,77.11365251
11615,2018-01-06,10,13,85.50048879
11616,2018-01-07,10,13,86.80358396
11617,2018-01-08,10,13,92.89768111
11618,2018-01-09,10,13,65.23210808
11619,2018-01-10,10,13,67.82686371
11620,2018-01-11,10,13,79.61972754
11621,2018-01-12,10,13,74.17098407
11622,2018-01-13,10,13,93.09764576
11623,2018-01-14,10,13,80.20357872
11624,2018-01-15,10,13,88.14945047
11625,2018-01-16,10,13,66.45974763
11626,2018-01-17,10,13,78.00976126
11627,2018-01-18,10,13,71.65606135
11628,2018-01-19,10,13,85.76925555
11629,2018-01-20,10,13,89.47823116
11630,2018-01-21,10,13,82.33577827
11631,2018-01-22,10,13,100.9876128
11632,2018-01-23,10,13,57.76875549
11633,2018-01-24,10,13,70.58962466
11634,2018-01-25,10,13,80.66463023
11635,2018-01-26,10,13,86.17886418
11636,2018-01-27,10,13,77.60109134
11637,2018-01-28,10,13,87.71080803
11638,2018-01-29,10,13,88.59704974
11639,2018-01-30,10,13,72.69388065
11640,2018-01-31,10,13,79.12674125
11641,2018-02-01,10,13,79.16041226
11642,2018-02-02,10,13,95.65707249
11643,2018-02-03,10,13,102.1376141
11644,2018-02-04,10,13,105.1702446
11645,2018-02-05,10,13,106.6337736
11646,2018-02-06,10,13,76.66662247
11647,2018-02-07,10,13,78.14223397
11648,2018-02-08,10,13,70.15613698
11649,2018-02-09,10,13,88.65233926
11650,2018-02-10,10,13,102.6480857
11651,2018-02-11,10,13,100.6574638
11652,2018-02-12,10,13,103.6460038
11653,2018-02-13,10,13,65.15695954
11654,2018-02-14,10,13,76.64830831
11655,2018-02-15,10,13,73.6537483
11656,2018-02-16,10,13,81.65161324
11657,2018-02-17,10,13,99.65095846
11658,2018-02-18,10,13,90.15353395
11659,2018-02-19,10,13,98.15001172
11660,2018-02-20,10,13,79.65360263
11661,2018-02-21,10,13,76.65059617
11662,2018-02-22,10,13,88.15264469
11663,2018-02-23,10,13,80.15165738
11664,2018-02-24,10,13,79.15169561
11665,2018-02-25,10,13,96.65235691
11666,2018-02-26,10,13,105.6513019
11667,2018-02-27,10,13,68.15245787
11668,2018-02-28,10,13,82.65143247
11669,2018-03-01,10,13,96.65218133
11670,2018-03-02,10,13,106.1517667
11671,2018-03-03,10,13,113.1518641
11672,2018-03-04,10,13,104.1520154
11673,2018-03-05,10,13,123.1517093
11674,2018-03-06,10,13,67.65207434
11675,2018-03-07,10,13,100.1517308
11676,2018-03-08,10,13,91.15199793
11677,2018-03-09,10,13,106.1518338
11678,2018-03-10,10,13,112.1518938
11679,2018-03-11,10,13,121.6519204
11680,2018-03-12,10,13,128.1518352
11681,2018-03-13,10,13,78.65194808
11682,2018-03-14,10,13,93.65183496
11683,2018-03-15,10,13,96.65192828
11684,2018-03-16,10,13,106.1518659
11685,2018-03-17,10,13,115.6518947
11686,2018-03-18,10,13,115.1518955
11687,2018-03-19,10,13,115.6518732
11688,2018-03-20,10,13,89.15190725
11689,2018-03-21,10,13,89.15187066
11690,2018-03-22,10,13,104.1519026
11691,2018-03-23,10,13,105.6518797
11692,2018-03-24,10,13,113.651892
11693,2018-03-25,10,13,109.6518896
11694,2018-03-26,10,13,112.1518843
11695,2018-03-27,10,13,79.65189429
11696,2018-03-28,10,13,104.1518827
11697,2018-03-29,10,13,100.6518934
11698,2018-03-30,10,13,101.1518852
11699,2018-03-31,10,13,106.1518901
11700,2018-01-01,1,14,50.23699975
11701,2018-01-02,1,14,50.68712393
11702,2018-01-03,1,14,50.21150449
11703,2018-01-04,1,14,52.18883176
11704,2018-01-05,1,14,51.68995047
11705,2018-01-06,1,14,51.50323648
11706,2018-01-07,1,14,51.54285065
11707,2018-01-08,1,14,51.62114754
11708,2018-01-09,1,14,51.94512696
11709,2018-01-10,1,14,51.95257445
11710,2018-01-11,1,14,51.976784
11711,2018-01-12,1,14,52.02432599
11712,2018-01-13,1,14,52.09298414
11713,2018-01-14,1,14,52.18346697
11714,2018-01-15,1,14,52.22978661
11715,2018-01-16,1,14,52.27201712
11716,2018-01-17,1,14,52.314743
11717,2018-01-18,1,14,52.36012744
11718,2018-01-19,1,14,52.40534721
11719,2018-01-20,1,14,52.44243621
11720,2018-01-21,1,14,52.47637265
11721,2018-01-22,1,14,52.50850309
11722,2018-01-23,1,14,52.53949284
11723,2018-01-24,1,14,52.56872412
11724,2018-01-25,1,14,52.59527459
11725,2018-01-26,1,14,52.61985875
11726,2018-01-27,1,14,52.64285001
11727,2018-01-28,1,14,52.66445939
11728,2018-01-29,1,14,52.68464628
11729,2018-01-30,1,14,52.70336327
11730,2018-01-31,1,14,52.72077486
11731,2018-02-01,1,14,52.73701548
11732,2018-02-02,1,14,52.75218256
11733,2018-02-03,1,14,52.76632581
11734,2018-02-04,1,14,52.7794938
11735,2018-02-05,1,14,52.79176072
11736,2018-02-06,1,14,52.80319599
11737,2018-02-07,1,14,52.81385914
11738,2018-02-08,1,14,52.82379883
11739,2018-02-09,1,14,52.83306102
11740,2018-02-10,1,14,52.84169274
11741,2018-02-11,1,14,52.84973822
11742,2018-02-12,1,14,52.85723782
11743,2018-02-13,1,14,52.86422802
11744,2018-02-14,1,14,52.87074293
11745,2018-02-15,1,14,52.87681496
11746,2018-02-16,1,14,52.88247445
11747,2018-02-17,1,14,52.88774952
11748,2018-02-18,1,14,52.89266619
11749,2018-02-19,1,14,52.89724873
11750,2018-02-20,1,14,52.90151986
11751,2018-02-21,1,14,52.90550079
11752,2018-02-22,1,14,52.90921123
11753,2018-02-23,1,14,52.91266957
11754,2018-02-24,1,14,52.9158929
11755,2018-02-25,1,14,52.91889722
11756,2018-02-26,1,14,52.92169739
11757,2018-02-27,1,14,52.92430731
11758,2018-02-28,1,14,52.92673988
11759,2018-03-01,1,14,52.92900717
11760,2018-03-02,1,14,52.93112039
11761,2018-03-03,1,14,52.93309003
11762,2018-03-04,1,14,52.93492583
11763,2018-03-05,1,14,52.9366369
11764,2018-03-06,1,14,52.9382317
11765,2018-03-07,1,14,52.93971814
11766,2018-03-08,1,14,52.94110357
11767,2018-03-09,1,14,52.94239487
11768,2018-03-10,1,14,52.94359843
11769,2018-03-11,1,14,52.94472021
11770,2018-03-12,1,14,52.94576576
11771,2018-03-13,1,14,52.94674027
11772,2018-03-14,1,14,52.94764857
11773,2018-03-15,1,14,52.94849514
11774,2018-03-16,1,14,52.9492842
11775,2018-03-17,1,14,52.95001964
11776,2018-03-18,1,14,52.95070511
11777,2018-03-19,1,14,52.951344
11778,2018-03-20,1,14,52.95193948
11779,2018-03-21,1,14,52.9524945
11780,2018-03-22,1,14,52.9530118
11781,2018-03-23,1,14,52.95349396
11782,2018-03-24,1,14,52.95394335
11783,2018-03-25,1,14,52.95436221
11784,2018-03-26,1,14,52.95475261
11785,2018-03-27,1,14,52.95511648
11786,2018-03-28,1,14,52.95545563
11787,2018-03-29,1,14,52.95577173
11788,2018-03-30,1,14,52.95606636
11789,2018-03-31,1,14,52.95634096
11790,2018-01-01,2,14,65.94049278
11791,2018-01-02,2,14,70.78287219
11792,2018-01-03,2,14,72.28882482
11793,2018-01-04,2,14,67.53704172
11794,2018-01-05,2,14,71.32564773
11795,2018-01-06,2,14,69.90457756
11796,2018-01-07,2,14,71.2665731
11797,2018-01-08,2,14,71.70242192
11798,2018-01-09,2,14,71.09402586
11799,2018-01-10,2,14,71.82263651
11800,2018-01-11,2,14,71.70265928
11801,2018-01-12,2,14,72.13660282
11802,2018-01-13,2,14,72.3610236
11803,2018-01-14,2,14,72.40242909
11804,2018-01-15,2,14,72.63400806
11805,2018-01-16,2,14,72.71913705
11806,2018-01-17,2,14,72.9086481
11807,2018-01-18,2,14,73.05257935
11808,2018-01-19,2,14,73.16038987
11809,2018-01-20,2,14,73.28775995
11810,2018-01-21,2,14,73.3844948
11811,2018-01-22,2,14,73.49665197
11812,2018-01-23,2,14,73.59642268
11813,2018-01-24,2,14,73.68606245
11814,2018-01-25,2,14,73.77331065
11815,2018-01-26,2,14,73.85098327
11816,2018-01-27,2,14,73.92784987
11817,2018-01-28,2,14,73.99921216
11818,2018-01-29,2,14,74.06571691
11819,2018-01-30,2,14,74.12842593
11820,2018-01-31,2,14,74.18644622
11821,2018-02-01,2,14,74.24158113
11822,2018-02-02,2,14,74.29322239
11823,2018-02-03,2,14,74.34166032
11824,2018-02-04,2,14,74.38713018
11825,2018-02-05,2,14,74.42962859
11826,2018-02-06,2,14,74.46961386
11827,2018-02-07,2,14,74.50712029
11828,2018-02-08,2,14,74.54232272
11829,2018-02-09,2,14,74.57535303
11830,2018-02-10,2,14,74.60631112
11831,2018-02-11,2,14,74.6353728
11832,2018-02-12,2,14,74.66263807
11833,2018-02-13,2,14,74.68822449
11834,2018-02-14,2,14,74.71223139
11835,2018-02-15,2,14,74.73474951
11836,2018-02-16,2,14,74.75587858
11837,2018-02-17,2,14,74.77570212
11838,2018-02-18,2,14,74.79430266
11839,2018-02-19,2,14,74.81175472
11840,2018-02-20,2,14,74.82812783
11841,2018-02-21,2,14,74.84348977
11842,2018-02-22,2,14,74.85790269
11843,2018-02-23,2,14,74.8714257
11844,2018-02-24,2,14,74.8841136
11845,2018-02-25,2,14,74.89601767
11846,2018-02-26,2,14,74.90718649
11847,2018-02-27,2,14,74.91766539
11848,2018-02-28,2,14,74.92749713
11849,2018-03-01,2,14,74.93672164
11850,2018-03-02,2,14,74.94537639
11851,2018-03-03,2,14,74.95349657
11852,2018-03-04,2,14,74.96111519
11853,2018-03-05,2,14,74.96826326
11854,2018-03-06,2,14,74.97496984
11855,2018-03-07,2,14,74.98126218
11856,2018-03-08,2,14,74.98716588
11857,2018-03-09,2,14,74.99270493
11858,2018-03-10,2,14,74.99790186
11859,2018-03-11,2,14,75.00277781
11860,2018-03-12,2,14,75.00735259
11861,2018-03-13,2,14,75.01164482
11862,2018-03-14,2,14,75.01567193
11863,2018-03-15,2,14,75.01945031
11864,2018-03-16,2,14,75.02299532
11865,2018-03-17,2,14,75.02632137
11866,2018-03-18,2,14,75.02944199
11867,2018-03-19,2,14,75.03236986
11868,2018-03-20,2,14,75.03511689
11869,2018-03-21,2,14,75.03769426
11870,2018-03-22,2,14,75.04011243
11871,2018-03-23,2,14,75.04238125
11872,2018-03-24,2,14,75.04450993
11873,2018-03-25,2,14,75.04650713
11874,2018-03-26,2,14,75.04838098
11875,2018-03-27,2,14,75.05013909
11876,2018-03-28,2,14,75.05178861
11877,2018-03-29,2,14,75.05333624
11878,2018-03-30,2,14,75.05478829
11879,2018-03-31,2,14,75.05615065
11880,2018-01-01,3,14,59.74535421
11881,2018-01-02,3,14,54.40842005
11882,2018-01-03,3,14,54.02418344
11883,2018-01-04,3,14,52.43330878
11884,2018-01-05,3,14,57.17891277
11885,2018-01-06,3,14,60.29982159
11886,2018-01-07,3,14,60.68492887
11887,2018-01-08,3,14,58.82312013
11888,2018-01-09,3,14,56.79186652
11889,2018-01-10,3,14,54.96810281
11890,2018-01-11,3,14,55.45189763
11891,2018-01-12,3,14,57.11025728
11892,2018-01-13,3,14,58.57743033
11893,2018-01-14,3,14,58.94684634
11894,2018-01-15,3,14,58.28504742
11895,2018-01-16,3,14,57.05722267
11896,2018-01-17,3,14,56.31891438
11897,2018-01-18,3,14,56.4484994
11898,2018-01-19,3,14,57.1743823
11899,2018-01-20,3,14,57.8959092
11900,2018-01-21,3,14,58.1521723
11901,2018-01-22,3,14,57.83140939
11902,2018-01-23,3,14,57.27386642
11903,2018-01-24,3,14,56.90127138
11904,2018-01-25,3,14,56.92529742
11905,2018-01-26,3,14,57.25261127
11906,2018-01-27,3,14,57.60946514
11907,2018-01-28,3,14,57.74580012
11908,2018-01-29,3,14,57.6132354
11909,2018-01-30,3,14,57.35336326
11910,2018-01-31,3,14,57.16508262
11911,2018-02-01,3,14,57.16097666
11912,2018-02-02,3,14,57.30933531
11913,2018-02-03,3,14,57.4804907
11914,2018-02-04,3,14,57.55482575
11915,2018-02-05,3,14,57.5010346
11916,2018-02-06,3,14,57.37988363
11917,2018-02-07,3,14,57.28575678
11918,2018-02-08,3,14,57.27698757
11919,2018-02-09,3,14,57.34305138
11920,2018-02-10,3,14,57.42508154
11921,2018-02-11,3,14,57.46480654
11922,2018-02-12,3,14,57.44359842
11923,2018-02-13,3,14,57.3874051
11924,2018-02-14,3,14,57.34079735
11925,2018-02-15,3,14,57.3333174
11926,2018-02-16,3,14,57.36248775
11927,2018-02-17,3,14,57.40163709
11928,2018-02-18,3,14,57.4224913
11929,2018-02-19,3,14,57.41451398
11930,2018-02-20,3,14,57.3886113
11931,2018-02-21,3,14,57.36566526
11932,2018-02-22,3,14,57.36055838
11933,2018-02-23,3,14,57.37330667
11934,2018-02-24,3,14,57.39190043
11935,2018-02-25,3,14,57.40269696
11936,2018-02-26,3,14,57.3999226
11937,2018-02-27,3,14,57.38804973
11938,2018-02-28,3,14,57.37681878
11939,2018-03-01,3,14,57.37366908
11940,2018-03-02,3,14,57.379171
11941,2018-03-03,3,14,57.38795955
11942,2018-03-04,3,14,57.39348618
11943,2018-03-05,3,14,57.39265542
11944,2018-03-06,3,14,57.38724652
11945,2018-03-07,3,14,57.38178009
11946,2018-03-08,3,14,57.3799481
11947,2018-03-09,3,14,57.38228674
11948,2018-03-10,3,14,57.38642098
11949,2018-03-11,3,14,57.38922243
11950,2018-03-12,3,14,57.38906043
11951,2018-03-13,3,14,57.38661271
11952,2018-03-14,3,14,57.38396606
11953,2018-03-15,3,14,57.38294081
11954,2018-03-16,3,14,57.38391622
11955,2018-03-17,3,14,57.38585157
11956,2018-03-18,3,14,57.38725949
11957,2018-03-19,3,14,57.38729313
11958,2018-03-20,3,14,57.38619354
11959,2018-03-21,3,14,57.3849186
11960,2018-03-22,3,14,57.38436045
11961,2018-03-23,3,14,57.38475739
11962,2018-03-24,3,14,57.38565886
11963,2018-03-25,3,14,57.38636105
11964,2018-03-26,3,14,57.38642935
11965,2018-03-27,3,14,57.38593941
11966,2018-03-28,3,14,57.38532826
11967,2018-03-29,3,14,57.38503067
11968,2018-03-30,3,14,57.38518687
11969,2018-03-31,3,14,57.38560461
11970,2018-01-01,4,14,51.38292639
11971,2018-01-02,4,14,51.87363629
11972,2018-01-03,4,14,51.26584026
11973,2018-01-04,4,14,50.0603377
11974,2018-01-05,4,14,51.15194821
11975,2018-01-06,4,14,55.8498752
11976,2018-01-07,4,14,54.91855651
11977,2018-01-08,4,14,54.14730718
11978,2018-01-09,4,14,52.87946383
11979,2018-01-10,4,14,51.6681729
11980,2018-01-11,4,14,51.47985036
11981,2018-01-12,4,14,52.86182934
11982,2018-01-13,4,14,53.70465287
11983,2018-01-14,4,14,54.03257309
11984,2018-01-15,4,14,53.67813166
11985,2018-01-16,4,14,52.92980373
11986,2018-01-17,4,14,52.35878761
11987,2018-01-18,4,14,52.44380271
11988,2018-01-19,4,14,52.86919108
11989,2018-01-20,4,14,53.32824768
11990,2018-01-21,4,14,53.51155285
11991,2018-01-22,4,14,53.33783491
11992,2018-01-23,4,14,52.98702449
11993,2018-01-24,4,14,52.75523793
11994,2018-01-25,4,14,52.75868661
11995,2018-01-26,4,14,52.95127015
11996,2018-01-27,4,14,53.1672806
11997,2018-01-28,4,14,53.25459371
11998,2018-01-29,4,14,53.17742514
11999,2018-01-30,4,14,53.02488386
12000,2018-01-31,4,14,52.91349307
12001,2018-02-01,4,14,52.91036746
12002,2018-02-02,4,14,52.99630615
12003,2018-02-03,4,14,53.09517997
12004,2018-02-04,4,14,53.13688952
12005,2018-02-05,4,14,53.10526684
12006,2018-02-06,4,14,53.03632865
12007,2018-02-07,4,14,52.98420716
12008,2018-02-08,4,14,52.98086706
12009,2018-02-09,4,14,53.01876642
12010,2018-02-10,4,14,53.06382787
12011,2018-02-11,4,14,53.08417024
12012,2018-02-12,4,14,53.07099866
12013,2018-02-13,4,14,53.03997516
12014,2018-02-14,4,14,53.0157107
12015,2018-02-15,4,14,53.01327963
12016,2018-02-16,4,14,53.02990668
12017,2018-02-17,4,14,53.05049831
12018,2018-02-18,4,14,53.06031529
12019,2018-02-19,4,14,53.05488271
12020,2018-02-20,4,14,53.04095515
12021,2018-02-21,4,14,53.0296777
12022,2018-02-22,4,14,53.02814802
12023,2018-02-23,4,14,53.03543567
12024,2018-02-24,4,14,53.04482847
12025,2018-02-25,4,14,53.04954255
12026,2018-02-26,4,14,53.04733036
12027,2018-02-27,4,14,53.04108739
12028,2018-02-28,4,14,53.03585299
12029,2018-03-01,4,14,53.03496729
12030,2018-03-02,4,14,53.03815259
12031,2018-03-03,4,14,53.04243111
12032,2018-03-04,4,14,53.04468573
12033,2018-03-05,4,14,53.04379854
12034,2018-03-06,4,14,53.041004
12035,2018-03-07,4,14,53.03857878
12036,2018-03-08,4,14,53.03809022
12037,2018-03-09,4,14,53.03947833
12038,2018-03-10,4,14,53.04142473
12039,2018-03-11,4,14,53.04249911
12040,2018-03-12,4,14,53.04215008
12041,2018-03-13,4,14,53.04090109
12042,2018-03-14,4,14,53.03977928
12043,2018-03-15,4,14,53.03951843
12044,2018-03-16,4,14,53.04012143
12045,2018-03-17,4,14,53.04100576
12046,2018-03-18,4,14,53.04151599
12047,2018-03-19,4,14,53.04138218
12048,2018-03-20,4,14,53.04082486
12049,2018-03-21,4,14,53.04030677
12050,2018-03-22,4,14,53.04017073
12051,2018-03-23,4,14,53.04043176
12052,2018-03-24,4,14,53.04083303
12053,2018-03-25,4,14,53.0410746
12054,2018-03-26,4,14,53.04102514
